Year,Player,Pos,Age,Tm,G,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48,3P%,FT%,Pick,GS%,FGA/48,3PA/48,FTA/48,PF/48,MPG
1980.0,Bingo Smith,SF-SG,33.0,SDC,78.0,0.474,0.091,0.129,6.6,6.6,1.4,0.4,7.9,19.2,2.1,0.047,0.284,0.87,6.0,0.562719148045588,20.145077720207254,1.831370701837023,2.600094206311823,4.725388601036269,27.21794871794872
1980.0,Bo Ellis,PF,25.0,DEN,48.0,0.508,0.022000000000000002,0.39,12.0,8.0,0.9,2.6,13.1,14.3,0.9,0.085,0.05,0.755,17.0,0.2162214531409272,13.003984063745019,0.28685258964143423,5.067729083665339,6.4063745019920315,10.458333333333334
1980.0,Bob Dandridge,SF,32.0,WSB,45.0,0.49200000000000005,0.015,0.209,8.5,18.2,0.9,1.3,13.4,24.9,1.7,0.055999999999999994,0.182,0.809,45.0,0.6693963500161082,24.01647220315717,0.36238846945778996,5.007549759780371,3.689773507206589,32.37777777777778
1980.0,Bob Elliott,PF,24.0,NJN,54.0,0.521,0.018000000000000002,0.667,13.3,10.0,1.8,1.1,23.0,20.5,0.8,0.05,0.05,0.684,42.0,0.2764265412443549,15.157894736842104,0.2659279778393352,10.105263157894736,6.448753462603878,13.37037037037037
1980.0,Bob Gross,SF,26.0,POR,62.0,0.515,0.021,0.242,8.7,20.0,1.8,1.7,24.1,17.9,1.7,0.051,0.1,0.833,25.0,0.5272013120408264,14.330170777988613,0.3036053130929791,3.4611005692599623,5.434535104364326,25.5
1980.0,Bob Lanier,C,31.0,DET,63.0,0.5920000000000001,0.006999999999999999,0.408,13.8,12.3,1.6,2.2,13.7,21.6,7.4,0.168,0.05,0.782,1.0,0.6993252386921887,19.528859690286254,0.13514781792585642,7.973721257625528,4.504927264195214,33.82539682539682
1980.0,Bob McAdoo,PF,28.0,DET,58.0,0.524,0.023,0.314,11.7,13.9,1.6,1.6,16.9,25.8,2.0,0.047,0.125,0.73,2.0,0.7474923268083928,23.4620886981402,0.5493562231759657,7.370529327610872,4.074391988555079,36.1551724137931
1980.0,Bob Wilkerson,SF,25.0,DEN,75.0,0.45799999999999996,0.033,0.21600000000000003,6.9,14.7,1.8,0.6,14.6,21.7,0.2,0.004,0.20600000000000002,0.748,11.0,0.6563484046897818,20.764384712305752,0.6854262914741706,4.475430491390172,3.9109617807643846,31.746666666666666
1980.0,Brad Holland,SG,23.0,LAL,38.0,0.47700000000000004,0.14400000000000002,0.154,4.7,14.8,3.5,0.3,10.5,25.2,0.3,0.081,0.2,0.938,14.0,0.10718127809292344,25.34010152284264,3.654822335025381,3.898477157360406,5.847715736040609,5.184210526315789
1980.0,Brian Taylor,PG,28.0,SDC,78.0,0.546,0.267,0.18100000000000002,3.7,16.4,2.5,0.5,12.7,16.1,5.6,0.098,0.377,0.802,23.0,0.7299710474411443,15.59912854030501,4.16557734204793,2.8235294117647056,4.287581699346406,35.30769230769231
1980.0,Brian Winters,SG,27.0,MIL,80.0,0.534,0.091,0.192,4.6,19.0,1.8,0.6,13.3,21.1,6.2,0.113,0.373,0.86,12.0,0.677867177197592,20.422417079679754,1.8665650019062143,3.916126572626763,3.806328631338162,32.7875
1980.0,Caldwell Jones,C,29.0,PHI,80.0,0.48200000000000004,0.004,0.335,18.2,7.4,0.7,3.2,26.3,11.9,3.9,0.068,0.05,0.6970000000000001,32.0,0.7161151155221226,9.215445687477445,0.03464453265968964,3.083363406712378,5.162035366293757,34.6375
1980.0,Calvin Murphy,SG,31.0,HOU,76.0,0.5429999999999999,0.02,0.23800000000000002,3.1,16.7,2.5,0.2,10.4,23.1,7.2,0.129,0.04,0.897,18.0,0.7279621831895003,22.72645739910314,0.4484304932735426,5.417040358744394,4.825112107623318,35.21052631578947
1980.0,Calvin Natt,SF,23.0,NJN,78.0,0.524,0.006999999999999999,0.32299999999999995,12.7,9.1,1.6,0.7,11.8,23.2,7.1,0.12,0.05,0.73,8.0,0.7572720706388341,21.807490374518725,0.1512075603780189,7.03955197759888,3.4441722086104307,36.62820512820513
1980.0,Campy Russell,SF,28.0,CLE,41.0,0.508,0.013999999999999999,0.379,8.9,17.5,2.5,0.8,16.8,25.5,1.8,0.067,0.05,0.745,8.0,0.6711668544489143,22.719759579263712,0.32456799398948155,8.6190833959429,4.075131480090158,32.46341463414634
1980.0,Cedric Maxwell,SF,24.0,BOS,80.0,0.679,0.0,0.7390000000000001,14.3,9.8,1.3,1.3,18.8,17.7,12.2,0.214,0.05,0.787,12.0,1.0,13.119533527696793,0.0,9.690962099125365,4.653061224489796,34.3
1980.0,Charlie Criss,PG,31.0,ATL,81.0,0.5,0.028999999999999998,0.36700000000000005,3.5,20.0,2.0,0.1,16.2,18.2,2.8,0.075,0.059000000000000004,0.8109999999999999,61.0,0.4579032456069923,15.464882943143813,0.4548494983277592,5.672240802675585,3.558528428093646,22.14814814814815
1980.0,Charlie Scott,SG,31.0,DEN,69.0,0.43200000000000005,0.016,0.172,4.6,18.6,1.2,0.7,18.1,19.0,-1.4,-0.037000000000000005,0.182,0.72,61.0,0.5573142599579068,17.75483870967742,0.2838709677419355,3.045161290322581,5.083870967741936,26.956521739130434
1980.0,Chris Ford,SG,31.0,BOS,73.0,0.537,0.231,0.161,4.8,13.5,2.5,0.7,12.2,16.2,5.6,0.126,0.42700000000000005,0.754,17.0,1.0,16.09078014184397,3.721985815602837,2.5872340425531917,4.039716312056737,28.972602739726028
1980.0,Clemon Johnson,C,23.0,IND,79.0,0.527,0.0,0.295,13.2,9.5,1.4,4.3,14.8,13.2,3.5,0.109,0.05,0.632,44.0,0.40328479615533064,12.334847501622324,0.0,3.6443867618429593,6.572355613238157,19.50632911392405
1980.0,Cliff Robinson,PF,19.0,NJN,70.0,0.506,0.005,0.29100000000000004,15.8,9.3,1.7,1.1,12.7,25.0,3.6,0.10400000000000001,0.05,0.6940000000000001,11.0,0.49057780352930686,24.072245635159543,0.11559301625526791,6.993377483443709,5.143889223359421,23.728571428571428
1980.0,Clifford Ray,C,31.0,GSW,81.0,0.546,0.005,0.389,15.3,14.2,1.4,1.1,25.7,14.8,1.9,0.054000000000000006,0.05,0.564,40.0,0.4295714394406734,10.923351158645277,0.05704099821746881,4.2495543672014255,7.586452762923352,20.77777777777778
1980.0,Clint Richardson,SG,23.0,PHI,52.0,0.47200000000000003,0.009000000000000001,0.129,6.6,14.9,1.1,0.8,14.8,17.5,1.1,0.052000000000000005,0.05,0.622,36.0,0.3928166638735569,16.906882591093115,0.145748987854251,2.186234817813765,4.712550607287449,19.0
1980.0,Coby Dietrick,C,31.0,CHI,79.0,0.494,0.018000000000000002,0.23600000000000002,11.1,16.4,2.3,1.6,16.9,14.8,2.9,0.076,0.05,0.763,61.0,0.47891705189114536,13.114754098360656,0.2360655737704918,3.0950819672131145,6.032786885245901,23.164556962025316
1980.0,Dan Issel,C,31.0,DEN,82.0,0.5710000000000001,0.008,0.47100000000000003,12.7,10.7,1.4,1.0,8.7,25.0,11.5,0.188,0.33299999999999996,0.775,61.0,0.7407544020927537,23.13410483321988,0.19605173587474473,10.89720898570456,3.104152484683458,35.829268292682926
1980.0,Dan Roundfield,PF,26.0,ATL,81.0,0.551,0.004,0.462,17.3,11.3,1.9,3.2,16.1,22.8,9.1,0.16899999999999998,0.05,0.71,28.0,0.6605649942201204,18.676970633693973,0.07418856259659969,8.624420401854714,5.879443585780526,31.950617283950617
1980.0,Darnell Hillman,PF,30.0,GSW,49.0,0.474,0.0,0.38,14.0,8.6,1.4,2.0,22.0,15.6,0.3,0.018000000000000002,0.05,0.5,8.0,0.29872631366539026,12.135593220338983,0.0,4.610169491525424,8.677966101694915,14.448979591836734
1980.0,Darryl Dawkins,C,23.0,PHI,80.0,0.5479999999999999,0.006,0.308,14.5,8.5,0.9,3.0,17.6,20.5,5.7,0.107,0.05,0.653,5.0,0.6566757519096764,17.87012987012987,0.11334120425029515,5.4970484061393154,6.195985832349468,31.7625
1980.0,Dave Corzine,C,23.0,WSB,78.0,0.457,0.0,0.315,16.4,9.7,0.5,2.0,19.6,14.6,0.9,0.05,0.05,0.662,18.0,0.2189383025368138,12.552058111380145,0.0,3.9515738498789346,6.973365617433414,10.58974358974359
1980.0,Dave Cowens,C,31.0,BOS,66.0,0.47700000000000004,0.013000000000000001,0.131,13.8,13.4,1.5,1.6,9.9,20.1,5.4,0.121,0.083,0.779,4.0,0.8333333333333334,20.720704029643354,0.2667901806391848,2.712366836498379,4.8022232515053265,32.71212121212121
1980.0,Dave Greenwood,PF,22.0,CHI,82.0,0.541,0.006999999999999999,0.396,15.6,9.8,1.0,2.6,14.5,21.1,6.5,0.11199999999999999,0.05,0.81,2.0,0.7036914691085349,18.075241848799713,0.12038695807954139,7.154424937298459,5.383016839842351,34.03658536585366
1980.0,Dave Meyers,PF,26.0,MIL,79.0,0.509,0.006,0.29600000000000004,11.0,13.6,1.5,1.0,16.2,20.2,3.9,0.084,0.05,0.634,2.0,0.5767940887257292,18.076225045372052,0.10889292196007261,5.357531760435572,4.747731397459165,27.89873417721519
1980.0,Dave Robisch,C,30.0,CLE,82.0,0.578,0.003,0.35,13.0,9.3,0.9,1.1,11.3,17.6,8.6,0.154,0.05,0.8420000000000001,44.0,0.6731838848154025,16.898876404494384,0.05393258426966292,5.914606741573034,3.7932584269662923,32.5609756097561
1980.0,Dave Twardzik,PG,29.0,POR,67.0,0.562,0.018000000000000002,0.64,5.4,22.9,2.4,0.0,20.6,16.4,3.7,0.11,0.05,0.782,26.0,0.49186941258008626,11.864491844416563,0.21079046424090336,7.588456712672522,4.486825595984944,23.791044776119403
1980.0,David Thompson,SG,25.0,DEN,39.0,0.5489999999999999,0.031,0.5429999999999999,7.3,15.6,1.5,1.6,13.2,27.8,3.0,0.11599999999999999,0.368,0.758,61.0,0.6568149076104414,23.903147699757866,0.7360774818401937,12.978208232445521,4.106537530266344,31.76923076923077
1980.0,Del Beshore,PG,23.0,CHI,68.0,0.423,0.10400000000000001,0.348,4.1,21.5,3.1,0.3,26.5,18.4,-0.9,-0.052000000000000005,0.385,0.667,61.0,0.2642087313514868,13.80897583429229,1.4361334867663982,4.805523590333717,5.799769850402762,12.779411764705882
1980.0,Dennis Awtrey,C,31.0,CHI,26.0,0.524,0.0,0.833,11.5,9.0,1.0,1.5,24.8,7.9,0.6,0.053,0.05,0.64,46.0,0.44529824244775684,5.142857142857142,0.0,4.285714285714286,5.657142857142857,21.53846153846154
1980.0,Dennis Johnson,SG,25.0,SEA,81.0,0.489,0.043,0.358,7.4,16.1,2.3,1.5,12.6,24.2,7.4,0.12,0.207,0.78,61.0,0.7496442766709791,22.243105209397342,0.947906026557712,7.959141981613891,4.363636363636363,36.25925925925926
1980.0,Don Buse,PG,29.0,PHO,81.0,0.485,0.134,0.217,5.1,16.0,2.4,0.2,12.4,11.7,4.6,0.08800000000000001,0.24100000000000002,0.664,34.0,0.6378485009876665,11.313325330132052,1.5174069627851139,2.4585834333733496,2.1320528211284513,30.85185185185185
1980.0,Don Chaney,SG,33.0,BOS,60.0,0.402,0.032,0.222,7.8,9.3,2.8,1.2,13.7,18.3,0.4,0.033,0.05,0.762,12.0,0.0,17.346080305927345,0.5506692160611855,3.854684512428298,7.34225621414914,8.716666666666667
1980.0,Don Ford,SF,27.0,LAL,73.0,0.518,0.011000000000000001,0.193,9.9,7.8,1.0,1.1,14.6,13.7,1.5,0.07200000000000001,0.05,0.8490000000000001,61.0,0.282929954729404,13.165165165165163,0.14414414414414414,2.5465465465465464,6.294294294294294,13.684931506849315
1980.0,Doug Collins,SG,28.0,PHI,36.0,0.5329999999999999,0.002,0.302,5.2,15.1,1.5,0.4,15.0,22.7,1.9,0.094,0.05,0.9109999999999999,1.0,0.5530445136114551,20.43613707165109,0.04984423676012461,6.180685358255452,3.7881619937694704,26.75
1980.0,Duck Williams,PG,23.0,UTA,77.0,0.46399999999999997,0.023,0.11599999999999999,3.5,14.1,2.7,0.3,16.4,15.6,-0.3,-0.009000000000000001,0.0,0.7,61.0,0.4816904271969659,13.88628762541806,0.3210702341137124,1.6053511705685617,4.441471571906355,23.2987012987013
1980.0,Dudley Bradley,SG,22.0,IND,82.0,0.502,0.008,0.28600000000000003,5.7,15.9,4.8,1.3,19.5,16.3,3.1,0.073,0.05,0.782,13.0,0.5110650691089216,14.421312284163788,0.11840157868771584,4.120374938332511,4.593981253083374,24.71951219512195
1980.0,Dwight Jones,PF,27.0,CHI,74.0,0.555,0.0,0.397,14.2,10.4,0.9,1.6,17.0,20.0,2.7,0.09,0.05,0.726,61.0,0.40455087431643705,16.773480662983427,0.0,6.662983425414364,6.861878453038674,19.56756756756757
1980.0,Earl Evans,PF,24.0,DET,36.0,0.495,0.129,0.3,10.3,12.9,1.6,0.1,18.5,19.6,0.1,0.015,0.389,0.5710000000000001,61.0,0.21880577329799006,17.637795275590552,2.267716535433071,5.291338582677165,8.062992125984252,10.583333333333334
1980.0,Earl Monroe,SG,35.0,NYK,51.0,0.49700000000000005,0.0,0.182,3.1,15.0,1.5,0.3,6.9,24.8,1.1,0.081,0.05,0.875,2.0,0.2566077897130666,26.691943127962084,0.0,4.8530805687203795,3.488151658767772,12.411764705882353
1980.0,Earl Tatum,SG,26.0,CLE,33.0,0.415,0.064,0.20199999999999999,6.1,11.2,3.2,1.2,14.2,20.4,0.0,-0.005,0.05,0.579,21.0,0.14096291765797497,20.053333333333335,1.28,4.053333333333334,6.1866666666666665,6.818181818181818
1980.0,Eddie Jordan,PG,25.0,NJN,82.0,0.48100000000000004,0.047,0.254,5.3,29.6,3.8,0.6,18.6,20.2,4.1,0.07400000000000001,0.25,0.779,33.0,0.6699062104698593,18.37260067745578,0.8671433948061724,4.660895747083176,4.299585999247272,32.40243902439025
1980.0,Elvin Hayes,PF,34.0,WSB,81.0,0.49200000000000005,0.008,0.285,14.1,6.1,0.9,3.1,10.2,26.1,6.2,0.094,0.231,0.6990000000000001,1.0,0.8124336849314695,25.289349670122526,0.19604147031102734,7.208294062205466,4.659754948162112,39.2962962962963
1980.0,Eric Fernsten,PF,26.0,BOS,56.0,0.49700000000000005,0.0,0.34,12.4,8.7,1.8,1.6,10.2,18.1,1.2,0.133,0.05,0.635,61.0,0.0,17.039443155452435,0.0,5.791183294663573,4.788863109048724,7.696428571428571
1980.0,Eric Money,SG-PG,24.0,DET,61.0,0.531,0.0,0.19399999999999998,3.5,22.1,1.5,0.4,20.7,18.6,0.6,0.02,0.05,0.7829999999999999,33.0,0.5249982850216909,16.919302775984505,0.0,3.2846998063266626,4.524209167204648,25.39344262295082
1980.0,Ernie Grunfeld,SF,24.0,KCK,80.0,0.496,0.005,0.312,8.9,10.1,1.9,0.4,14.5,16.0,2.5,0.087,0.05,0.7709999999999999,11.0,0.3610295259416836,14.43092340730136,0.06871868289191124,4.501073729420186,5.188260558339299,17.4625
1980.0,Foots Walker,PG,28.0,CLE,76.0,0.527,0.016,0.428,6.3,29.5,2.9,0.3,18.9,13.2,6.1,0.12,0.05,0.802,38.0,0.6588656232006613,11.25681255161024,0.17836498761354252,4.815854665565648,4.003303055326176,31.86842105263158
1980.0,Fred Brown,SG,31.0,SEA,80.0,0.532,0.10400000000000001,0.16,4.8,15.5,1.8,0.6,10.4,23.4,4.9,0.138,0.44299999999999995,0.8370000000000001,61.0,0.439592858716395,23.788359788359788,2.4832451499118164,3.8095238095238093,3.3015873015873014,21.2625
1980.0,Freeman Williams,SG,23.0,SDC,82.0,0.527,0.095,0.177,4.9,13.3,1.6,0.2,10.6,30.5,4.1,0.092,0.32799999999999996,0.815,8.0,0.5340087895277237,30.43626062322946,2.9008498583569406,5.3937677053824356,3.2861189801699715,25.829268292682926
1980.0,Gar Heard,PF,31.0,PHO,82.0,0.45299999999999996,0.005,0.21,14.9,8.8,2.7,1.9,16.4,15.2,2.3,0.08,0.05,0.7440000000000001,40.0,0.35373670052285006,14.027084818246614,0.0684248039914469,2.9422665716322167,6.0555951532430505,17.109756097560975
1980.0,Gary Garland,PG,22.0,DEN,78.0,0.45399999999999996,0.053,0.073,6.5,17.9,2.3,0.2,16.6,15.6,0.5,0.02,0.316,0.6920000000000001,30.0,0.2931546762781066,15.4502712477396,0.8245931283905967,1.1283905967450272,3.471971066907776,14.179487179487179
1980.0,Geoff Huston,PG,22.0,NYK,71.0,0.425,0.071,0.158,3.4,20.0,1.9,0.3,22.1,13.8,-0.3,-0.017,0.17600000000000002,0.737,50.0,0.268769296334539,12.533044420368363,0.8840736728060672,1.9761646803900326,4.316359696641387,13.0
1980.0,George Gervin,SG,27.0,SAS,78.0,0.5870000000000001,0.053,0.306,7.3,11.0,1.6,1.4,10.3,31.7,10.6,0.17300000000000001,0.314,0.852,40.0,0.7776815734176896,31.738241308793455,1.668711656441718,9.701431492842534,3.402862985685072,37.61538461538461
1980.0,George McGinnis,PF,29.0,DEN,73.0,0.48700000000000004,0.017,0.551,16.4,21.4,2.1,0.6,20.3,24.4,1.9,0.040999999999999995,0.133,0.5529999999999999,22.0,0.6253346747172414,19.26086956521739,0.32608695652173914,10.608695652173914,6.586956521739131,30.246575342465754
1980.0,Glen Gondrezick,SF,24.0,DEN,59.0,0.575,0.021,0.423,13.2,10.9,3.1,0.8,14.6,15.3,3.1,0.145,0.05,0.76,26.0,0.3574246183327637,13.458823529411765,0.2823529411764706,5.694117647058823,5.6,17.28813559322034
1980.0,Greg Ballard,SF,25.0,WSB,82.0,0.532,0.043,0.20600000000000002,13.1,9.7,1.7,0.8,10.0,21.6,6.9,0.136,0.34,0.753,4.0,0.6146900041872476,21.676784249384742,0.9253486464315013,4.469237079573421,3.878589007383101,29.73170731707317
1980.0,Greg Kelser,SF,22.0,DET,50.0,0.52,0.025,0.342,11.8,12.6,2.2,1.4,17.0,25.7,1.4,0.055999999999999994,0.2,0.7190000000000001,4.0,0.5098346805853639,23.08515815085158,0.5839416058394161,7.902676399026765,6.851581508515816,24.66
1980.0,Gus Bailey,SG,28.0,WSB,20.0,0.467,0.028999999999999998,0.371,7.8,17.8,1.8,1.2,21.3,11.3,0.2,0.043,0.05,0.385,23.0,0.18607105130852697,9.333333333333334,0.26666666666666666,3.4666666666666663,4.800000000000001,9.0
1980.0,Gus Gerard,SF,26.0,KCK,73.0,0.491,0.009000000000000001,0.287,10.9,6.9,2.2,1.7,11.1,20.3,1.9,0.10400000000000001,0.05,0.66,50.0,0.24611224290275485,19.222094361334868,0.16570771001150747,5.523590333716916,5.302646720368239,11.904109589041095
1980.0,Gus Williams,PG,26.0,SEA,82.0,0.529,0.023,0.27399999999999997,4.9,20.7,3.2,0.7,9.5,25.2,11.6,0.187,0.19399999999999998,0.7879999999999999,20.0,0.7485703947628951,24.784102391377566,0.582014146177164,6.79016503873358,2.5867295385651734,36.207317073170735
1980.0,Harvey Catchings,C,28.0,MIL,72.0,0.429,0.004,0.254,16.3,7.0,0.8,6.5,20.0,9.9,2.6,0.09,0.05,0.629,61.0,0.3922423705053208,8.57393850658858,0.03513909224011713,2.178623718887262,6.711566617862371,18.97222222222222
1980.0,Henry Bibby,PG,30.0,PHI,82.0,0.491,0.083,0.457,5.4,19.8,1.4,0.2,16.4,17.7,3.4,0.079,0.212,0.79,58.0,0.5130820994754097,14.765601965601967,1.2265356265356266,6.745945945945946,3.7975429975429975,24.817073170731707
1980.0,Hollis Copeland,SF,24.0,NYK,75.0,0.526,0.005,0.23399999999999999,7.4,8.7,2.4,1.2,17.1,16.5,1.2,0.052000000000000005,0.05,0.733,46.0,0.3148046527323523,15.467600700525395,0.0840630472854641,3.614711033274956,6.472854640980736,15.226666666666667
1980.0,Irv Kiffin,SF,28.0,SAS,26.0,0.38299999999999995,0.0,0.26,10.1,10.9,2.1,0.5,21.9,24.5,-0.6,-0.128,0.05,0.72,61.0,0.16857719178379368,21.735849056603776,0.0,5.660377358490566,9.735849056603774,8.153846153846153
1980.0,Jack Givens,SF,23.0,ATL,82.0,0.444,0.004,0.271,10.4,6.9,2.0,0.9,10.0,19.2,2.2,0.084,0.05,0.828,16.0,0.31616950994700926,18.105263157894736,0.07655502392344497,4.899521531100478,5.052631578947368,15.292682926829269
1980.0,Jack Sikma,C,24.0,SEA,82.0,0.526,0.001,0.295,17.1,13.7,1.1,1.5,15.3,18.6,8.6,0.14800000000000002,0.05,0.805,8.0,0.704195726700157,16.996777658431792,0.017185821697099896,5.018259935553169,3.987110633727175,34.0609756097561
1980.0,Jamaal Wilkes,SF,26.0,LAL,82.0,0.563,0.013000000000000001,0.172,9.2,10.8,1.9,0.5,9.7,20.8,10.0,0.154,0.17600000000000002,0.8079999999999999,11.0,0.7843726837680589,20.95274831243973,0.26229508196721313,3.6104146576663454,3.3944069431051105,37.9390243902439
1980.0,James Bailey,PF,22.0,SEA,67.0,0.495,0.0,0.373,14.3,5.3,1.4,4.1,20.0,21.4,1.0,0.063,0.05,0.6729999999999999,6.0,0.22402584286897279,17.917355371900825,0.0,6.677685950413222,7.669421487603306,10.835820895522389
1980.0,James Edwards,C,24.0,IND,82.0,0.545,0.001,0.32799999999999996,12.9,8.0,1.1,2.4,10.0,22.0,6.7,0.14,0.05,0.6809999999999999,46.0,0.5834260335066821,21.407087294727745,0.020743301642178046,7.031979256698358,6.720829732065687,28.21951219512195
1980.0,James Hardy,PF,23.0,UTA,76.0,0.536,0.006,0.182,14.6,8.8,1.4,3.1,21.1,13.4,1.8,0.054000000000000006,0.05,0.773,11.0,0.4352539211895368,10.89,0.06,1.98,6.209999999999999,21.05263157894737
1980.0,James Silas,PG,30.0,SAS,77.0,0.585,0.004,0.382,3.9,20.1,1.2,0.3,14.1,22.4,5.5,0.11599999999999999,0.05,0.887,61.0,0.615672324170927,20.91234191016136,0.08373310074138683,7.996511120802442,4.312254688181421,29.77922077922078
1980.0,Jeff Cook,PF,23.0,PHO,66.0,0.546,0.011000000000000001,0.469,14.6,12.2,1.4,1.1,17.6,17.7,2.4,0.126,0.05,0.8059999999999999,49.0,0.2831788390284653,14.601769911504425,0.1592920353982301,6.849557522123893,5.4159292035398225,13.696969696969697
